year,month,day,precip
1970,1,1.04166666667,0
1970,1,1.08333333333,0.47
1970,1,1.125,0.59
1970,1,1.16666666667,0.72
1970,1,1.20833333333,0.9
1970,1,1.25,1.15
1970,1,1.29166666667,1.2
1970,1,1.33333333333,1.2
1970,1,1.375,1.2
1970,1,1.41666666667,1.2
1970,1,1.45833333333,1.2
1970,1,1.5,1.2
1970,1,1.54166666667,1.2
1970,1,1.58333333333,1.2
1970,1,1.625,1.2
1970,1,1.66666666667,1.2
1970,1,1.70833333333,1.2
1970,1,1.75,1.2
1970,1,1.79166666667,1.2
1970,1,1.83333333333,1.2
1970,1,1.875,1.2
1970,1,1.91666666667,1.2
1970,1,1.95833333333,1.2
1970,1,2.0,1.2
1970,1,2.04166666667,1.2
1970,1,2.08333333333,1.2
1970,1,2.125,1.2
1970,1,2.16666666667,1.2
1970,1,2.20833333333,1.2
1970,1,2.25,1.2
1970,1,2.29166666667,1.2
1970,1,2.33333333333,1.2
1970,1,2.375,1.2
1970,1,2.41666666667,1.2
1970,1,2.45833333333,1.2
1970,1,2.5,1.2
1970,1,2.54166666667,1.2
1970,1,2.58333333333,1.2
1970,1,2.625,1.2
1970,1,2.66666666667,1.2
1970,1,2.70833333333,1.2
1970,1,2.75,1.2
1970,1,2.79166666667,1.2
1970,1,2.83333333333,1.2
1970,1,2.875,1.2
1970,1,2.91666666667,1.2
1970,1,2.95833333333,1.2
1970,1,3.0,1.2
1970,1,3.04166666667,1.2
1970,1,3.08333333333,1.2
1970,1,3.125,1.2
1970,1,3.16666666667,1.2
1970,1,3.20833333333,1.2
1970,1,3.25,1.2
1970,1,3.29166666667,1.2
1970,1,3.33333333333,1.2
1970,1,3.375,1.2
1970,1,3.41666666667,1.2
1970,1,3.45833333333,1.2
1970,1,3.5,1.2
1970,1,3.54166666667,1.2
1970,1,3.58333333333,1.2
1970,1,3.625,1.2
1970,1,3.66666666667,1.2
1970,1,3.70833333333,1.2
1970,1,3.75,1.2
1970,1,3.79166666667,1.2
1970,1,3.83333333333,1.2
1970,1,3.875,1.2
1970,1,3.91666666667,1.2
1970,1,3.95833333333,1.2
1970,1,4.0,1.2
1970,1,4.04166666667,1.2
1970,1,4.08333333333,1.2
1970,1,4.125,1.2
1970,1,4.16666666667,1.2
1970,1,4.20833333333,1.2
1970,1,4.25,1.2
1970,1,4.29166666667,1.2
1970,1,4.33333333333,1.2
1970,1,4.375,1.2
1970,1,4.41666666667,1.2
1970,1,4.45833333333,1.2
1970,1,4.5,1.2
1970,1,4.54166666667,1.2
1970,1,4.58333333333,1.2
1970,1,4.625,1.2
1970,1,4.66666666667,1.2
1970,1,4.70833333333,1.2
1970,1,4.75,1.2
1970,1,4.79166666667,1.2
1970,1,4.83333333333,1.2
1970,1,4.875,1.2
1970,1,4.91666666667,1.2
1970,1,4.95833333333,1.2
1970,1,5.0,1.2
1970,1,5.04166666667,1.2
1970,1,5.08333333333,1.2
1970,1,5.125,1.2
1970,1,5.16666666667,1.2
1970,1,5.20833333333,1.2
1970,1,5.25,1.2
1970,1,5.29166666667,1.2
1970,1,5.33333333333,1.2
1970,1,5.375,1.2
1970,1,5.41666666667,1.2
1970,1,5.45833333333,1.2
1970,1,5.5,1.2
1970,1,5.54166666667,1.2
1970,1,5.58333333333,1.2
1970,1,5.625,1.2
1970,1,5.66666666667,1.2
1970,1,5.70833333333,1.2
1970,1,5.75,1.2
1970,1,5.79166666667,1.2
1970,1,5.83333333333,1.2
1970,1,5.875,1.2
1970,1,5.91666666667,1.21
1970,1,5.95833333333,1.36
1970,1,6.0,1.6
1970,1,6.04166666667,1.82
1970,1,6.08333333333,2.06
1970,1,6.125,2.33
1970,1,6.16666666667,2.66
1970,1,6.20833333333,2.94
1970,1,6.25,3.2
1970,1,6.29166666667,3.76
1970,1,6.33333333333,4.1
1970,1,6.375,4.27
1970,1,6.41666666667,4.47
1970,1,6.45833333333,4.71
1970,1,6.5,4.87
1970,1,6.54166666667,4.98
1970,1,6.58333333333,5.09
1970,1,6.625,5.19
1970,1,6.66666666667,5.2
1970,1,6.70833333333,5.2
1970,1,6.75,5.2
1970,1,6.79166666667,5.2
1970,1,6.83333333333,5.2
1970,1,6.875,5.2
1970,1,6.91666666667,5.2
1970,1,6.95833333333,5.2
1970,1,7.0,5.2
1970,1,7.04166666667,5.2
1970,1,7.08333333333,5.2
1970,1,7.125,5.2
1970,1,7.16666666667,5.2
1970,1,7.20833333333,5.2
1970,1,7.25,5.2
1970,1,7.29166666667,5.2
1970,1,7.33333333333,5.2
1970,1,7.375,5.2
1970,1,7.41666666667,5.2
1970,1,7.45833333333,5.2
1970,1,7.5,5.2
1970,1,7.54166666667,5.2
1970,1,7.58333333333,5.2
1970,1,7.625,5.2
1970,1,7.66666666667,5.2
1970,1,7.70833333333,5.2
1970,1,7.75,5.2
1970,1,7.79166666667,5.2
1970,1,7.83333333333,5.2
1970,1,7.875,5.2
1970,1,7.91666666667,5.2
1970,1,7.95833333333,5.2
1970,1,8.0,5.2
1970,1,8.04166666667,5.2
1970,1,8.08333333333,5.2
1970,1,8.125,5.2
1970,1,8.16666666667,5.2
1970,1,8.20833333333,5.2
1970,1,8.25,5.2
1970,1,8.29166666667,5.2
1970,1,8.33333333333,5.2
1970,1,8.375,5.2
1970,1,8.41666666667,5.2
1970,1,8.45833333333,5.2
1970,1,8.5,5.2
1970,1,8.54166666667,5.2
1970,1,8.58333333333,5.2
1970,1,8.625,5.2
1970,1,8.66666666667,5.2
1970,1,8.70833333333,5.2
1970,1,8.75,5.2
1970,1,8.79166666667,5.2
1970,1,8.83333333333,5.2
1970,1,8.875,5.2
1970,1,8.91666666667,5.2
1970,1,8.95833333333,5.2
1970,1,9.0,5.2
1970,1,9.04166666667,5.2
1970,1,9.08333333333,5.2
1970,1,9.125,5.2
1970,1,9.16666666667,5.2
1970,1,9.20833333333,5.2
1970,1,9.25,5.2
1970,1,9.29166666667,5.2
1970,1,9.33333333333,5.2
1970,1,9.375,5.2
1970,1,9.41666666667,5.2
1970,1,9.45833333333,5.2
1970,1,9.5,5.2
1970,1,9.54166666667,5.2
1970,1,9.58333333333,5.2
1970,1,9.625,5.2
1970,1,9.66666666667,5.2
1970,1,9.70833333333,5.2
1970,1,9.75,5.2
1970,1,9.79166666667,5.2
1970,1,9.83333333333,5.2
1970,1,9.875,5.2
1970,1,9.91666666667,5.2
1970,1,9.95833333333,5.2
1970,1,10.0,5.2
1970,1,10.0416666667,5.2
1970,1,10.0833333333,5.2
1970,1,10.125,5.2
1970,1,10.1666666667,5.2
1970,1,10.2083333333,5.2
1970,1,10.25,5.2
1970,1,10.2916666667,5.2
1970,1,10.3333333333,5.2
1970,1,10.375,5.2
1970,1,10.4166666667,5.2
1970,1,10.4583333333,5.2
1970,1,10.5,5.2
1970,1,10.5416666667,5.2
1970,1,10.5833333333,5.2
1970,1,10.625,5.2
1970,1,10.6666666667,5.2
1970,1,10.7083333333,5.2
1970,1,10.75,5.2
1970,1,10.7916666667,5.2
1970,1,10.8333333333,5.2
1970,1,10.875,5.2
1970,1,10.9166666667,5.2
1970,1,10.9583333333,5.2
1970,1,11.0,5.2
1970,1,11.0416666667,5.2
1970,1,11.0833333333,5.2
1970,1,11.125,5.2
1970,1,11.1666666667,5.2
1970,1,11.2083333333,5.2
1970,1,11.25,5.2
1970,1,11.2916666667,5.2
1970,1,11.3333333333,5.2
1970,1,11.375,5.2
1970,1,11.4166666667,5.2
1970,1,11.4583333333,5.2
1970,1,11.5,5.2
1970,1,11.5416666667,5.2
1970,1,11.5833333333,5.2
1970,1,11.625,5.2
1970,1,11.6666666667,5.2
1970,1,11.7083333333,5.3
1970,1,11.75,5.6
1970,1,11.7916666667,5.6
1970,1,11.8333333333,5.6
1970,1,11.875,5.6
1970,1,11.9166666667,5.6
1970,1,11.9583333333,5.6
1970,1,12.0,5.6
1970,1,12.0416666667,5.6
1970,1,12.0833333333,5.6
1970,1,12.125,5.6
1970,1,12.1666666667,5.6
1970,1,12.2083333333,5.6
1970,1,12.25,5.6
1970,1,12.2916666667,5.6
1970,1,12.3333333333,5.6
1970,1,12.375,5.6
1970,1,12.4166666667,5.6
1970,1,12.4583333333,5.6
1970,1,12.5,5.6
1970,1,12.5416666667,5.7
1970,1,12.5833333333,6.0
1970,1,12.625,6.0
1970,1,12.6666666667,6.0
1970,1,12.7083333333,6.0
1970,1,12.75,6.0
1970,1,12.7916666667,6.0
1970,1,12.8333333333,6.0
1970,1,12.875,6.0
1970,1,12.9166666667,6.0
1970,1,12.9583333333,6.0
1970,1,13.0,6.0
1970,1,13.0416666667,6.0
1970,1,13.0833333333,6.0
1970,1,13.125,6.0
1970,1,13.1666666667,6.0
1970,1,13.2083333333,6.0
1970,1,13.25,6.0
1970,1,13.2916666667,6.0
1970,1,13.3333333333,6.0
1970,1,13.375,6.0
1970,1,13.4166666667,6.0
1970,1,13.4583333333,6.0
1970,1,13.5,6.0
1970,1,13.5416666667,6.0
1970,1,13.5833333333,6.0
1970,1,13.625,6.0
1970,1,13.6666666667,6.0
1970,1,13.7083333333,6.0
1970,1,13.75,6.0
1970,1,13.7916666667,6.0
1970,1,13.8333333333,6.0
1970,1,13.875,6.0
1970,1,13.9166666667,6.0
1970,1,13.9583333333,6.0
1970,1,14.0,6.0
1970,1,14.0416666667,6.0
1970,1,14.0833333333,6.0
1970,1,14.125,6.0
1970,1,14.1666666667,6.0
1970,1,14.2083333333,6.0
1970,1,14.25,6.0
1970,1,14.2916666667,6.0
1970,1,14.3333333333,6.0
1970,1,14.375,6.0
1970,1,14.4166666667,6.0
1970,1,14.4583333333,6.0
1970,1,14.5,6.0
1970,1,14.5416666667,6.0
1970,1,14.5833333333,6.0
1970,1,14.625,6.0
1970,1,14.6666666667,6.0
1970,1,14.7083333333,6.0
1970,1,14.75,6.0
1970,1,14.7916666667,6.0
1970,1,14.8333333333,6.0
1970,1,14.875,6.0
1970,1,14.9166666667,6.0
1970,1,14.9583333333,6.0
1970,1,15.0,6.0
1970,1,15.0416666667,6.0
1970,1,15.0833333333,6.0
1970,1,15.125,6.0
1970,1,15.1666666667,6.0
1970,1,15.2083333333,6.03
1970,1,15.25,6.13
1970,1,15.2916666667,6.24
1970,1,15.3333333333,6.35
1970,1,15.375,6.45
1970,1,15.4166666667,6.56
1970,1,15.4583333333,6.67
1970,1,15.5,6.77
1970,1,15.5416666667,6.8
1970,1,15.5833333333,6.8
1970,1,15.625,6.8
1970,1,15.6666666667,6.8
1970,1,15.7083333333,6.8
1970,1,15.75,6.8
1970,1,15.7916666667,6.8
1970,1,15.8333333333,6.8
1970,1,15.875,6.8
1970,1,15.9166666667,6.8
1970,1,15.9583333333,6.8
1970,1,16.0,6.8
1970,1,16.0416666667,6.8
1970,1,16.0833333333,6.8
1970,1,16.125,6.8
1970,1,16.1666666667,6.8
1970,1,16.2083333333,6.8
1970,1,16.25,6.8
1970,1,16.2916666667,6.8
1970,1,16.3333333333,6.8
1970,1,16.375,6.8
1970,1,16.4166666667,6.8
1970,1,16.4583333333,6.8
1970,1,16.5,6.8
1970,1,16.5416666667,6.8
1970,1,16.5833333333,6.8
1970,1,16.625,6.8
1970,1,16.6666666667,6.8
1970,1,16.7083333333,6.8
1970,1,16.75,6.8
1970,1,16.7916666667,6.8
1970,1,16.8333333333,6.8
1970,1,16.875,6.8
1970,1,16.9166666667,6.8
1970,1,16.9583333333,6.8
1970,1,17.0,6.8
1970,1,17.0416666667,6.8
1970,1,17.0833333333,6.8
1970,1,17.125,6.8
1970,1,17.1666666667,6.8
1970,1,17.2083333333,6.8
1970,1,17.25,6.8
1970,1,17.2916666667,6.8
1970,1,17.3333333333,6.8
1970,1,17.375,6.8
1970,1,17.4166666667,6.8
1970,1,17.4583333333,6.8
1970,1,17.5,6.8
1970,1,17.5416666667,6.8
1970,1,17.5833333333,6.8
1970,1,17.625,6.8
1970,1,17.6666666667,6.8
1970,1,17.7083333333,6.8
1970,1,17.75,6.8
1970,1,17.7916666667,6.8
1970,1,17.8333333333,6.8
1970,1,17.875,6.8
1970,1,17.9166666667,6.8
1970,1,17.9583333333,6.8
1970,1,18.0,6.8
1970,1,18.0416666667,6.8
1970,1,18.0833333333,6.8
1970,1,18.125,6.8
1970,1,18.1666666667,6.8
1970,1,18.2083333333,6.8
1970,1,18.25,6.8
1970,1,18.2916666667,6.8
1970,1,18.3333333333,6.8
1970,1,18.375,6.8
1970,1,18.4166666667,6.8
1970,1,18.4583333333,6.8
1970,1,18.5,6.8
1970,1,18.5416666667,6.8
1970,1,18.5833333333,6.8
1970,1,18.625,6.8
1970,1,18.6666666667,6.8
1970,1,18.7083333333,6.8
1970,1,18.75,6.8
1970,1,18.7916666667,6.8
1970,1,18.8333333333,6.8
1970,1,18.875,6.8
1970,1,18.9166666667,6.8
1970,1,18.9583333333,6.8
1970,1,19.0,6.8
1970,1,19.0416666667,6.8
1970,1,19.0833333333,6.8
1970,1,19.125,6.8
1970,1,19.1666666667,6.8
1970,1,19.2083333333,6.8
1970,1,19.25,6.8
1970,1,19.2916666667,6.8
1970,1,19.3333333333,6.8
1970,1,19.375,6.8
1970,1,19.4166666667,6.8
1970,1,19.4583333333,6.8
1970,1,19.5,6.8
1970,1,19.5416666667,6.8
1970,1,19.5833333333,6.8
1970,1,19.625,6.8
1970,1,19.6666666667,6.8
1970,1,19.7083333333,6.8
1970,1,19.75,6.8
1970,1,19.7916666667,6.8
1970,1,19.8333333333,6.8
1970,1,19.875,6.8
1970,1,19.9166666667,6.8
1970,1,19.9583333333,6.8
1970,1,20.0,6.8
1970,1,20.0416666667,6.8
1970,1,20.0833333333,6.8
1970,1,20.125,6.8
1970,1,20.1666666667,6.8
1970,1,20.2083333333,6.8
1970,1,20.25,6.8
1970,1,20.2916666667,6.8
1970,1,20.3333333333,6.8
1970,1,20.375,6.8
1970,1,20.4166666667,6.8
1970,1,20.4583333333,6.8
1970,1,20.5,6.8
1970,1,20.5416666667,6.8
1970,1,20.5833333333,6.8
1970,1,20.625,6.8
1970,1,20.6666666667,6.8
1970,1,20.7083333333,6.8
1970,1,20.75,6.8
1970,1,20.7916666667,6.8
1970,1,20.8333333333,6.8
1970,1,20.875,6.8
1970,1,20.9166666667,6.8
1970,1,20.9583333333,6.8
1970,1,21.0,6.8
1970,1,21.0416666667,6.8
1970,1,21.0833333333,6.8
1970,1,21.125,6.8
1970,1,21.1666666667,6.8
1970,1,21.2083333333,6.8
1970,1,21.25,6.8
1970,1,21.2916666667,6.8
