runoff_obs,basin_cfs_pred,year,month,day,precip,tmax,tmin
1.6,1.919238,2006,12,15,0,54.5,37.6
1.6,2.099859,2006,12,16,0.12,53.3,23.3
1.6,1.916603,2006,12,17,0.65,24.2,13.1
1.6,1.915307,2006,12,18,0.07,20.6,11.6
1.6,1.914015,2006,12,19,0,24.8,5.7
1.6,1.912729,2006,12,20,0,27.5,7.1
1.6,1.911448,2006,12,21,0,33.5,8.6
1.6,1.910171,2006,12,22,0.01,37.1,15.8
1.6,1.9089,2006,12,23,0,33.8,9.8
1.7,1.907633,2006,12,24,0,40.6,10.9
1.7,1.906371,2006,12,25,0,39.5,17.5
1.8,1.905129,2006,12,26,0,50.6,25.8
1.7,1.903862,2006,12,27,0,50.4,34.4
1.8,1.94032,2006,12,28,0.14,41.9,20.8
1.7,1.901474,2006,12,29,0,28.6,14.7
1.5,1.900229,2006,12,30,0,35,14.6
1.3,1.898987,2006,12,31,0,42.8,17.8
1.2,1.897752,2007,1,1,0,37.8,17.2
1.3,1.896517,2007,1,2,0,33,15.9
1.4,1.895291,2007,1,3,0,41,20.6
1.5,1.894325,2007,1,4,0,53.1,31.6
1.4,1.922779,2007,1,5,0.12,47.2,17
1.4,1.891683,2007,1,6,0,22.6,2.6
1.5,1.89047,2007,1,7,0,36.1,7.6
1.6,1.889259,2007,1,8,0,36.7,13.1
1.6,1.888051,2007,1,9,0,45.1,21.8
1.6,1.886848,2007,1,10,0,44.8,24.2
1.5,1.885651,2007,1,11,0,50,27.8
1.6,1.884456,2007,1,12,0.5,34.8,7.9
1.6,1.883265,2007,1,13,0.04,11.7,-8.2
1.6,1.882075,2007,1,14,0,11.9,-8.1
1.6,1.880895,2007,1,15,0,15.5,-4.8
1.6,1.879718,2007,1,16,0,22.7,-1.9
1.6,1.878539,2007,1,17,0,28.6,5.6
1.6,1.87737,2007,1,18,0,34.4,5.1
1.6,1.876199,2007,1,19,0,30.2,7.6
1.6,1.875033,2007,1,20,0,33.7,11.4
1.6,1.873871,2007,1,21,0,37.9,10.2
1.5,1.872713,2007,1,22,0,24.9,4.6
1.5,1.871557,2007,1,23,0,34.3,8.3
1.5,1.870407,2007,1,24,0,39.8,16.5
1.5,1.869258,2007,1,25,0,43.8,20.6
1.4,1.868112,2007,1,26,0,48.7,21.3
1.3,1.866972,2007,1,27,0,45,21.9
1.2,1.865831,2007,1,28,0,41.4,15.9
1.3,1.864695,2007,1,29,0,36.2,15
1.2,1.863563,2007,1,30,0,39.9,18.3
1.2,1.862434,2007,1,31,0,37.7,17.8
1.3,1.861308,2007,2,1,0.03,26.1,8.8
1.2,1.860186,2007,2,2,0,29.8,5.4
1.5,1.859064,2007,2,3,0,39.4,8.7
1.5,1.858298,2007,2,4,0,52.5,25
1.4,1.856883,2007,2,5,0,51.6,28.3
1.1,1.855817,2007,2,6,0,52.6,30.5
0.98,1.858923,2007,2,7,0,57.9,33.5
0.93,1.85476,2007,2,8,0,53.6,33.7
0.94,1.852581,2007,2,9,0,50.1,32
0.96,1.851435,2007,2,10,0,48.4,31.7
1,1.998101,2007,2,11,0.01,50.6,33.4
1.1,1.889968,2007,2,12,0.05,45.7,27.3
1,1.855088,2007,2,13,0.88,41.3,24.1
1,1.848171,2007,2,14,0.07,33.4,18.7
1,1.846913,2007,2,15,0,35.2,15.2
1,1.845688,2007,2,16,0,44.2,21
1,1.844491,2007,2,17,0,48.3,27.8
1.1,1.843317,2007,2,18,0,49.1,26.3
1.1,1.905292,2007,2,19,0.32,50.6,26.9
1.1,1.841334,2007,2,20,0.09,31.6,11.4
1.2,1.840197,2007,2,21,0,45.4,17.6
1.1,1.839073,2007,2,22,0,49.4,30
1.3,1.887008,2007,2,23,0.1,46.3,24
1.3,1.836994,2007,2,24,0.08,33.4,14.1
1.3,1.835893,2007,2,25,0,35.5,11.8
1.3,1.836771,2007,2,26,0.03,36.8,22.4
1.3,1.835315,2007,2,27,0.03,39.5,21.4
1.2,1.832649,2007,2,28,0.42,32.7,17.3
1.1,1.831574,2007,3,1,0,29.6,11.4
1.1,1.830509,2007,3,2,0,31.1,11.4
1.3,1.829447,2007,3,3,0.01,33.7,12.2
1.4,1.828389,2007,3,4,0,37.1,11.8
1.2,1.827334,2007,3,5,0,49,22.4
1.1,1.826466,2007,3,6,0,53.4,30.2
1.2,1.826187,2007,3,7,0,52.2,30.7
1.2,1.82788,2007,3,8,0,54.5,31.2
1.2,1.825166,2007,3,9,0,53.7,31.2
1.2,1.823797,2007,3,10,0,57,31.4
1.2,1.824688,2007,3,11,0,52.9,28.7
1.2,1.821266,2007,3,12,0,57.9,30.5
1.3,1.89756,2007,3,13,0,64.5,37.3
1.3,2.208924,2007,3,14,0,68.8,41.2
1.4,2.244588,2007,3,15,0,64.1,35.8
1.4,2.209347,2007,3,16,0,57.2,32.5
1.4,2.505424,2007,3,17,0,66.7,35.9
1.4,2.944125,2007,3,18,0,70.4,43.2
1.4,3.086335,2007,3,19,0,67.5,40.6
1.4,3.346835,2007,3,20,0,66.7,39.8
1.5,4.301536,2007,3,21,0.26,60.2,32.1
1.5,3.229235,2007,3,22,0.33,39.9,27.5
1.5,3.079682,2007,3,23,0,49.8,28
1.4,2.965565,2007,3,24,0,51.5,31.8
1.4,2.922476,2007,3,25,0,57,32.3
1.4,3.166708,2007,3,26,0,63.1,37
1.4,3.21832,2007,3,27,0,60.5,40
1.4,3.032443,2007,3,28,0.13,42.2,24
1.4,2.914673,2007,3,29,0.11,32.3,24.9
1.4,2.843704,2007,3,30,0,37.7,22.2
1.4,2.783031,2007,3,31,0,49.9,25.1
1.4,2.79224,2007,4,1,0,59.8,35.5
1.4,2.854557,2007,4,2,0,61.5,37.3
1.4,2.789412,2007,4,3,0,61.8,32
1.4,2.71923,2007,4,4,0,58.1,30.6
1.4,2.826365,2007,4,5,0,65.7,39.3
1.5,2.96992,2007,4,6,0,62.9,42.1
1.5,3.042608,2007,4,7,0,64.9,41.5
1.6,3.10522,2007,4,8,0.03,64.2,40.2
1.6,3.203269,2007,4,9,0.07,53.8,32.2
1.6,3.095919,2007,4,10,0,61.2,29.4
1.6,2.929863,2007,4,11,0,45.5,24.2
1.6,2.853911,2007,4,12,0.03,41.9,22.4
1.6,2.783097,2007,4,13,0.05,43,25.1
1.6,2.717999,2007,4,14,0,50.5,27.7
1.6,2.739632,2007,4,15,0,58.1,34
1.5,2.862236,2007,4,16,0.07,48.5,35.6
1.5,2.772724,2007,4,17,0,57.5,35.5
1.7,3.19615,2007,4,18,0,63.9,34.2
1.6,2.738229,2007,4,19,0.04,38.3,19.6
1.7,2.6531,2007,4,20,0.03,44.3,17.2
1.7,2.582707,2007,4,21,0.15,40.7,26.9
1.8,2.509771,2007,4,22,0.03,50.5,27.8
1.8,2.460253,2007,4,23,0.53,40.3,31.2
1.8,2.396552,2007,4,24,0.27,45.9,32
1.7,2.348613,2007,4,25,0,57.1,37.7
1.8,2.608718,2007,4,26,0,62.1,37.4
1.8,2.722815,2007,4,27,0,62,38.7
1.9,2.979284,2007,4,28,0,65.7,40
2.2,3.427303,2007,4,29,0,73.8,46.1
2.7,3.480896,2007,4,30,0,76.5,50
2.9,3.563315,2007,5,1,0,75.2,47.2
3.2,5.037086,2007,5,2,0.06,71.1,47.5
3.5,4.328993,2007,5,3,0.06,67.5,36.1
3.7,3.844861,2007,5,4,0.09,50.9,31.7
3.6,3.691446,2007,5,5,0.1,40.5,30.1
3.5,3.838178,2007,5,6,0,46.5,29.1
3.4,4.325641,2007,5,7,0,55.8,34.4
3.3,4.644575,2007,5,8,0,62.4,33.6
3.4,5.170243,2007,5,9,0,71.4,43.9
3.7,5.402433,2007,5,10,0,75.9,47.8
4.2,5.71771,2007,5,11,0,76.6,49.7
4.8,5.934535,2007,5,12,0,77.1,49
5.2,6.059581,2007,5,13,0,76.8,52.4
5.3,5.915503,2007,5,14,0,73.1,42.5
5.4,6.035319,2007,5,15,0,69.3,41.3
5.3,6.285561,2007,5,16,0,72.7,44.5
6.1,6.497061,2007,5,17,0,77,49.7
6.6,6.43698,2007,5,18,0,76.8,52.6
6.7,6.460037,2007,5,19,0,77.8,54.3
6.7,6.411385,2007,5,20,0,76.9,51.6
6.8,6.234018,2007,5,21,0,76.6,50.9
6.9,5.873808,2007,5,22,0,65.6,28.4
6.9,5.702461,2007,5,23,0,53.7,30.7
6.8,5.643747,2007,5,24,0,55.5,38.1
6.7,5.681618,2007,5,25,0,64.6,42.7
6.6,5.661988,2007,5,26,0,73.3,45.7
6.5,5.630144,2007,5,27,0,77.8,52.2
6.4,5.525499,2007,5,28,0,78.5,53.2
6.4,5.768638,2007,5,29,0.02,75.9,44.7
6.3,5.618587,2007,5,30,0,66.5,39.8
6.3,5.578511,2007,5,31,0,73.1,44
6.2,5.438544,2007,6,1,0,78.4,50.1
6.2,5.370051,2007,6,2,0,80.4,52.3
6.2,5.293346,2007,6,3,0,81.4,55.9
6.2,5.198768,2007,6,4,0,82.2,56.8
6.2,5.112907,2007,6,5,0,83.8,59
6.6,7.560751,2007,6,6,0.33,76.8,37
6.5,5.523689,2007,6,7,0.03,49.5,33.6
6.6,5.442829,2007,6,8,0,50.6,33
6.4,5.395834,2007,6,9,0,68,36.9
6.2,5.279804,2007,6,10,0,76.5,44.5
5.7,5.144702,2007,6,11,0,78.7,51.9
5.7,5.029208,2007,6,12,0,76.5,49.7
5.6,5.51927,2007,6,13,0.01,75,50.5
5.5,5.000837,2007,6,14,0,81.1,55.1
5.5,4.851441,2007,6,15,0,86.4,58.6
5.4,4.709317,2007,6,16,0,87.6,60.9
5.4,4.572135,2007,6,17,0,86.5,60
5.5,4.440431,2007,6,18,0,79,47.9
5.5,4.355083,2007,6,19,0,79.6,47.4
5.5,4.242589,2007,6,20,0,86.3,55.9
5.4,4.117371,2007,6,21,0,85.2,57.6
5.1,4.010008,2007,6,22,0,86.3,55.3
5,3.901805,2007,6,23,0,90.3,61.5
4.8,3.79088,2007,6,24,0,88.9,59.6
4.8,3.685771,2007,6,25,0,85.4,56.4
4.8,3.592558,2007,6,26,0,79.5,51.8
4.7,3.508441,2007,6,27,0,85.3,52.6
4.6,3.419374,2007,6,28,0,86.2,57.3
4.6,3.332745,2007,6,29,0,87,57.4
4.5,3.249048,2007,6,30,0,87.2,59.8
4.4,3.169826,2007,7,1,0,87.7,60.6
4.3,3.095914,2007,7,2,0,91.5,61.2
4.1,3.020277,2007,7,3,0,91.1,60.8
4,2.949526,2007,7,4,0,90.5,61.6
3.9,2.882108,2007,7,5,0,90.9,63.6
3.9,2.817284,2007,7,6,0,90.6,64.4
3.8,2.756679,2007,7,7,0,94.9,66
3.8,2.693092,2007,7,8,0,91,64.7
3.8,2.639973,2007,7,9,0,91.1,62
3.8,2.589193,2007,7,10,0,90.8,61.2
3.8,2.541151,2007,7,11,0,91.4,62.9
3.8,2.657884,2007,7,12,0.04,83.6,57.5
3.7,2.473316,2007,7,13,0,87.1,60.1
3.5,2.429211,2007,7,14,0,92.3,64.4
3.5,2.386581,2007,7,15,0,91.4,67
3.6,2.34654,2007,7,16,0,89.5,65.2
3.6,2.465544,2007,7,17,0.09,86.3,59.1
3.5,2.294121,2007,7,18,0,87.4,62.1
3.4,2.258231,2007,7,19,0,89.5,64.9
3.4,2.225902,2007,7,20,0,88.2,61.9
3.4,2.195862,2007,7,21,0,87.6,64.4
3.4,2.16766,2007,7,22,0,89.1,64.3
3.4,2.141676,2007,7,23,0,88.6,66
3.6,2.118731,2007,7,24,0,83.1,63.4
3.9,2.148898,2007,7,25,0.04,78.3,59.3
3.6,2.985828,2007,7,26,0.2,78.6,56.2
3.6,2.134404,2007,7,27,0.02,82.5,55.6
3.5,2.071547,2007,7,28,0,80.9,59.3
3.5,2.057748,2007,7,29,0,87.6,63.3
3.5,2.041795,2007,7,30,0,89.7,66
3.5,2.028405,2007,7,31,0,90.6,65.6
3.6,2.273193,2007,8,1,0.07,86.3,58.7
3.8,4.518553,2007,8,2,0.34,80.8,58.4
3.8,9.099962,2007,8,3,0.52,72.1,58.4
3.8,2.279935,2007,8,4,0,80.2,57.2
3.8,2.230534,2007,8,5,0,87,61.1
3.8,2.183419,2007,8,6,0,83.7,60.8
3.8,2.147012,2007,8,7,0,80.1,60.5
3.8,2.117098,2007,8,8,0,80.3,56.4
3.8,2.091,2007,8,9,0,82.9,55.3
3.8,2.067425,2007,8,10,0,82.3,58.4
3.7,2.047784,2007,8,11,0,82.5,59.8
3.7,2.031972,2007,8,12,0,85,61.6
3.5,2.018859,2007,8,13,0,86.3,62.1
3.5,2.007949,2007,8,14,0,89.4,63.2
3.4,1.998828,2007,8,15,0,88.4,66.8
3.4,1.991164,2007,8,16,0,87.2,63.5
3.4,2.707256,2007,8,17,0.09,86.7,58.2
3.4,1.979669,2007,8,18,0,85.9,60.2
3.3,1.974918,2007,8,19,0,84.3,63.2
3.3,1.970825,2007,8,20,0,83.9,58.3
3.3,1.967262,2007,8,21,0,85.3,54.4
3.2,1.964131,2007,8,22,0,87.8,57.8
3.2,1.961353,2007,8,23,0,87.6,55.2
3.2,1.958864,2007,8,24,0,80.5,53.7
3.1,1.956613,2007,8,25,0,84,54.3
3,1.95456,2007,8,26,0,88.3,62.2
3.1,1.95267,2007,8,27,0,86.5,56
3,1.950916,2007,8,28,0,80.8,54.8
3,1.949287,2007,8,29,0,80.6,58.4
2.9,1.947751,2007,8,30,0,83,61.5
2.8,2.138815,2007,8,31,0.03,83.7,59.7
2.8,1.945033,2007,9,1,0,84.3,61.2
2.7,1.943666,2007,9,2,0,86,62.5
2.7,2.163069,2007,9,3,0,84.7,61.2
2.7,1.941207,2007,9,4,0,85.8,58.8
2.7,2.071256,2007,9,5,0,82.5,55.8
2.7,1.938745,2007,9,6,0,77.5,48
2.6,1.937483,2007,9,7,0,72.8,47.5
2.6,1.936234,2007,9,8,0,81.3,51.6
2.6,1.934997,2007,9,9,0,81.1,54.3
2.5,1.933771,2007,9,10,0,77.9,49.1
2.5,1.932553,2007,9,11,0,69.4,47.6
2.5,1.931343,2007,9,12,0,76.6,49.6
2.4,1.93014,2007,9,13,0,80.6,54
2.4,1.928945,2007,9,14,0,79.9,57
2.3,1.927757,2007,9,15,0,77.2,57.6
2.3,1.926574,2007,9,16,0,76.5,52.2
2.4,1.925396,2007,9,17,0,73.7,48
2.4,1.924223,2007,9,18,0,67.4,41.7
2.3,1.923055,2007,9,19,0,69.9,40.8
2.3,1.921892,2007,9,20,0,68.6,46
2.3,1.920733,2007,9,21,0,73.1,48.3
3.4,6.848795,2007,9,22,0.02,72.4,50.2
2.8,3.966722,2007,9,23,1.01,60.2,42.1
2.8,2.40364,2007,9,24,0.06,53.6,33.8
2.9,2.137003,2007,9,25,0,50.4,31.4
2.8,2.101002,2007,9,26,0,55.7,32
2.7,2.07366,2007,9,27,0,61.7,38.3
2.7,2.983827,2007,9,28,0,67.8,44.6
2.7,2.193347,2007,9,29,0.03,66.1,41.9
